onset	onsetTR	message	subject	run	block	condition	phase	stimulus
7.005	2.999	stimOnset	098	1	1	flashed-8s	4.712	gabor45
7.066	3.025	stimOffset	098	1	1	flashed-8s	4.712	gabor45
7.269	3.112	stimOnset	098	1	1	flashed-8s	4.712	gabor45
7.302	3.126	stimOffset	098	1	1	flashed-8s	4.712	gabor45
7.536	3.226	stimOnset	098	1	1	flashed-8s	4.712	gabor45
7.569	3.240	stimOffset	098	1	1	flashed-8s	4.712	gabor45
7.802	3.340	stimOnset	098	1	1	flashed-8s	4.712	gabor45
7.836	3.354	stimOffset	098	1	1	flashed-8s	4.712	gabor45
8.069	3.454	stimOnset	098	1	1	flashed-8s	4.712	gabor45
8.102	3.468	stimOffset	098	1	1	flashed-8s	4.712	gabor45
8.336	3.569	stimOnset	098	1	1	flashed-8s	4.712	gabor45
8.369	3.583	stimOffset	098	1	1	flashed-8s	4.712	gabor45
8.602	3.683	stimOnset	098	1	1	flashed-8s	4.712	gabor45
8.636	3.697	stimOffset	098	1	1	flashed-8s	4.712	gabor45
8.869	3.797	stimOnset	098	1	1	flashed-8s	4.712	gabor45
8.902	3.811	stimOffset	098	1	1	flashed-8s	4.712	gabor45
9.136	3.911	stimOnset	098	1	1	flashed-8s	4.712	gabor45
9.169	3.925	stimOffset	098	1	1	flashed-8s	4.712	gabor45
9.315	3.988	fixCatch	098	1	1	flashed-8s	4.712	gabor45
9.318	3.989	fixCatchNextStimulus	098	1	1	flashed-8s	4.712	gabor45
9.402	4.025	stimOnset	098	1	1	flashed-8s	4.712	gabor45
9.423	4.034	fixCatch	098	1	1	flashed-8s	4.712	gabor45
9.456	4.048	stimOffset	098	1	1	flashed-8s	4.712	gabor45
9.669	4.139	stimOnset	098	1	1	flashed-8s	4.712	gabor45
9.702	4.153	stimOffset	098	1	1	flashed-8s	4.712	gabor45
9.936	4.253	stimOnset	098	1	1	flashed-8s	4.712	gabor45
9.969	4.268	stimOffset	098	1	1	flashed-8s	4.712	gabor45
10.202	4.367	stimOnset	098	1	1	flashed-8s	4.712	gabor45
10.236	4.382	stimOffset	098	1	1	flashed-8s	4.712	gabor45
10.469	4.482	stimOnset	098	1	1	flashed-8s	4.712	gabor45
10.502	4.496	stimOffset	098	1	1	flashed-8s	4.712	gabor45
10.736	4.596	stimOnset	098	1	1	flashed-8s	4.712	gabor45
10.769	4.610	stimOffset	098	1	1	flashed-8s	4.712	gabor45
11.002	4.710	stimOnset	098	1	1	flashed-8s	4.712	gabor45
11.036	4.724	stimOffset	098	1	1	flashed-8s	4.712	gabor45
11.269	4.824	stimOnset	098	1	1	flashed-8s	4.712	gabor45
11.302	4.838	stimOffset	098	1	1	flashed-8s	4.712	gabor45
11.536	4.938	stimOnset	098	1	1	flashed-8s	4.712	gabor45
11.569	4.952	stimOffset	098	1	1	flashed-8s	4.712	gabor45
11.803	5.052	stimOnset	098	1	1	flashed-8s	4.712	gabor45
11.836	5.067	stimOffset	098	1	1	flashed-8s	4.712	gabor45
12.069	5.167	stimOnset	098	1	1	flashed-8s	4.712	gabor45
12.103	5.181	stimOffset	098	1	1	flashed-8s	4.712	gabor45
12.281	5.257	fixCatch	098	1	1	flashed-8s	4.712	gabor45
12.283	5.258	fixCatchNextStimulus	098	1	1	flashed-8s	4.712	gabor45
12.336	5.281	stimOnset	098	1	1	flashed-8s	4.712	gabor45
12.358	5.290	fixCatch	098	1	1	flashed-8s	4.712	gabor45
12.360	5.291	fixCatchNextStimulus	098	1	1	flashed-8s	4.712	gabor45
12.376	5.298	stimOffset	098	1	1	flashed-8s	4.712	gabor45
12.602	5.395	stimOnset	098	1	1	flashed-8s	4.712	gabor45
12.636	5.409	stimOffset	098	1	1	flashed-8s	4.712	gabor45
12.869	5.509	stimOnset	098	1	1	flashed-8s	4.712	gabor45
12.902	5.523	stimOffset	098	1	1	flashed-8s	4.712	gabor45
13.136	5.623	stimOnset	098	1	1	flashed-8s	4.712	gabor45
13.169	5.637	stimOffset	098	1	1	flashed-8s	4.712	gabor45
13.402	5.737	stimOnset	098	1	1	flashed-8s	4.712	gabor45
13.436	5.752	stimOffset	098	1	1	flashed-8s	4.712	gabor45
13.669	5.851	stimOnset	098	1	1	flashed-8s	4.712	gabor45
13.702	5.866	stimOffset	098	1	1	flashed-8s	4.712	gabor45
13.936	5.966	stimOnset	098	1	1	flashed-8s	4.712	gabor45
13.969	5.980	stimOffset	098	1	1	flashed-8s	4.712	gabor45
14.202	6.080	stimOnset	098	1	1	flashed-8s	4.712	gabor45
14.236	6.094	stimOffset	098	1	1	flashed-8s	4.712	gabor45
14.469	6.194	stimOnset	098	1	1	flashed-8s	4.712	gabor45
14.502	6.208	stimOffset	098	1	1	flashed-8s	4.712	gabor45
14.736	6.308	stimOnset	098	1	1	flashed-8s	4.712	gabor45
14.769	6.322	stimOffset	098	1	1	flashed-8s	4.712	gabor45
