onset	onsetTR	message	subject	run	block	condition	phase	stimulus
96.997	64.665	stimOnset	011	4	6	flashed_6s	0.262	gabor45
97.031	64.687	stimOffset	011	4	6	flashed_6s	0.262	gabor45
97.247	64.831	stimOnset	011	4	6	flashed_6s	0.262	gabor45
97.281	64.854	stimOffset	011	4	6	flashed_6s	0.262	gabor45
97.497	64.998	stimOnset	011	4	6	flashed_6s	0.262	gabor45
97.531	65.020	stimOffset	011	4	6	flashed_6s	0.262	gabor45
97.747	65.165	stimOnset	011	4	6	flashed_6s	0.262	gabor45
97.781	65.187	stimOffset	011	4	6	flashed_6s	0.262	gabor45
97.997	65.331	stimOnset	011	4	6	flashed_6s	0.262	gabor45
98.031	65.354	stimOffset	011	4	6	flashed_6s	0.262	gabor45
98.247	65.498	stimOnset	011	4	6	flashed_6s	0.262	gabor45
98.280	65.520	stimOffset	011	4	6	flashed_6s	0.262	gabor45
98.497	65.665	stimOnset	011	4	6	flashed_6s	0.262	gabor45
98.530	65.687	stimOffset	011	4	6	flashed_6s	0.262	gabor45
98.747	65.831	stimOnset	011	4	6	flashed_6s	0.262	gabor45
98.780	65.854	stimOffset	011	4	6	flashed_6s	0.262	gabor45
98.814	65.876	fixCatch	011	4	6	flashed_6s	0.262	gabor45
98.997	65.998	stimOnset	011	4	6	flashed_6s	0.262	gabor45
99.030	66.020	stimOffset	011	4	6	flashed_6s	0.262	gabor45
99.214	66.143	fixCatch	011	4	6	flashed_6s	0.262	gabor45
99.216	66.144	fixCatchNextStimulus	011	4	6	flashed_6s	0.262	gabor45
99.247	66.165	stimOnset	011	4	6	flashed_6s	0.262	gabor45
99.264	66.176	fixCatch	011	4	6	flashed_6s	0.262	gabor45
99.265	66.177	fixCatchNextStimulus	011	4	6	flashed_6s	0.262	gabor45
99.280	66.187	stimOffset	011	4	6	flashed_6s	0.262	gabor45
99.297	66.198	fixCatch	011	4	6	flashed_6s	0.262	gabor45
99.497	66.331	stimOnset	011	4	6	flashed_6s	0.262	gabor45
99.530	66.354	stimOffset	011	4	6	flashed_6s	0.262	gabor45
99.747	66.498	stimOnset	011	4	6	flashed_6s	0.262	gabor45
99.780	66.520	stimOffset	011	4	6	flashed_6s	0.262	gabor45
99.997	66.665	stimOnset	011	4	6	flashed_6s	0.262	gabor45
100.030	66.687	stimOffset	011	4	6	flashed_6s	0.262	gabor45
100.247	66.831	stimOnset	011	4	6	flashed_6s	0.262	gabor45
100.280	66.854	stimOffset	011	4	6	flashed_6s	0.262	gabor45
100.497	66.998	breakOnset	011	4	6	flashed_6s	0.262	gabor45
109.497	72.998	stimOnset	011	4	7	flashed_8s	0.785	gabor135
109.530	73.020	stimOffset	011	4	7	flashed_8s	0.785	gabor135
109.763	73.176	stimOnset	011	4	7	flashed_8s	0.785	gabor135
109.797	73.198	stimOffset	011	4	7	flashed_8s	0.785	gabor135
110.030	73.353	stimOnset	011	4	7	flashed_8s	0.785	gabor135
110.063	73.376	stimOffset	011	4	7	flashed_8s	0.785	gabor135
110.297	73.531	stimOnset	011	4	7	flashed_8s	0.785	gabor135
110.330	73.553	stimOffset	011	4	7	flashed_8s	0.785	gabor135
110.513	73.676	fixCatch	011	4	7	flashed_8s	0.785	gabor135
110.515	73.677	fixCatchNextStimulus	011	4	7	flashed_8s	0.785	gabor135
110.563	73.709	stimOnset	011	4	7	flashed_8s	0.785	gabor135
110.580	73.720	fixCatch	011	4	7	flashed_8s	0.785	gabor135
110.581	73.721	fixCatchNextStimulus	011	4	7	flashed_8s	0.785	gabor135
110.597	73.731	stimOffset	011	4	7	flashed_8s	0.785	gabor135
110.613	73.742	fixCatch	011	4	7	flashed_8s	0.785	gabor135
110.830	73.887	stimOnset	011	4	7	flashed_8s	0.785	gabor135
110.863	73.909	stimOffset	011	4	7	flashed_8s	0.785	gabor135
111.097	74.065	stimOnset	011	4	7	flashed_8s	0.785	gabor135
111.130	74.087	stimOffset	011	4	7	flashed_8s	0.785	gabor135
111.363	74.242	stimOnset	011	4	7	flashed_8s	0.785	gabor135
111.397	74.265	stimOffset	011	4	7	flashed_8s	0.785	gabor135
111.630	74.420	stimOnset	011	4	7	flashed_8s	0.785	gabor135
111.663	74.442	stimOffset	011	4	7	flashed_8s	0.785	gabor135
111.897	74.598	stimOnset	011	4	7	flashed_8s	0.785	gabor135
111.930	74.620	stimOffset	011	4	7	flashed_8s	0.785	gabor135
112.163	74.776	stimOnset	011	4	7	flashed_8s	0.785	gabor135
112.197	74.798	stimOffset	011	4	7	flashed_8s	0.785	gabor135
112.430	74.953	stimOnset	011	4	7	flashed_8s	0.785	gabor135
112.463	74.976	stimOffset	011	4	7	flashed_8s	0.785	gabor135
112.697	75.131	stimOnset	011	4	7	flashed_8s	0.785	gabor135
112.730	75.153	stimOffset	011	4	7	flashed_8s	0.785	gabor135
112.963	75.309	stimOnset	011	4	7	flashed_8s	0.785	gabor135
112.997	75.331	stimOffset	011	4	7	flashed_8s	0.785	gabor135
113.230	75.487	stimOnset	011	4	7	flashed_8s	0.785	gabor135
113.263	75.509	stimOffset	011	4	7	flashed_8s	0.785	gabor135
113.497	75.664	stimOnset	011	4	7	flashed_8s	0.785	gabor135
113.530	75.687	stimOffset	011	4	7	flashed_8s	0.785	gabor135
113.763	75.842	stimOnset	011	4	7	flashed_8s	0.785	gabor135
113.797	75.864	stimOffset	011	4	7	flashed_8s	0.785	gabor135
114.030	76.020	stimOnset	011	4	7	flashed_8s	0.785	gabor135
114.063	76.042	stimOffset	011	4	7	flashed_8s	0.785	gabor135
114.297	76.198	stimOnset	011	4	7	flashed_8s	0.785	gabor135
114.330	76.220	stimOffset	011	4	7	flashed_8s	0.785	gabor135
114.563	76.376	stimOnset	011	4	7	flashed_8s	0.785	gabor135
114.597	76.398	stimOffset	011	4	7	flashed_8s	0.785	gabor135
114.830	76.553	stimOnset	011	4	7	flashed_8s	0.785	gabor135
114.863	76.576	stimOffset	011	4	7	flashed_8s	0.785	gabor135
115.097	76.731	stimOnset	011	4	7	flashed_8s	0.785	gabor135
115.130	76.753	stimOffset	011	4	7	flashed_8s	0.785	gabor135
115.363	76.909	stimOnset	011	4	7	flashed_8s	0.785	gabor135
115.397	76.931	stimOffset	011	4	7	flashed_8s	0.785	gabor135
115.630	77.087	stimOnset	011	4	7	flashed_8s	0.785	gabor135
115.663	77.109	stimOffset	011	4	7	flashed_8s	0.785	gabor135
115.897	77.264	stimOnset	011	4	7	flashed_8s	0.785	gabor135
115.930	77.287	stimOffset	011	4	7	flashed_8s	0.785	gabor135
116.163	77.442	stimOnset	011	4	7	flashed_8s	0.785	gabor135
116.197	77.464	stimOffset	011	4	7	flashed_8s	0.785	gabor135
116.430	77.620	stimOnset	011	4	7	flashed_8s	0.785	gabor135
116.463	77.642	stimOffset	011	4	7	flashed_8s	0.785	gabor135
116.697	77.798	stimOnset	011	4	7	flashed_8s	0.785	gabor135
116.730	77.820	stimOffset	011	4	7	flashed_8s	0.785	gabor135
116.963	77.976	stimOnset	011	4	7	flashed_8s	0.785	gabor135
116.997	77.998	stimOffset	011	4	7	flashed_8s	0.785	gabor135
117.230	78.153	stimOnset	011	4	7	flashed_8s	0.785	gabor135
117.263	78.176	stimOffset	011	4	7	flashed_8s	0.785	gabor135
117.447	78.298	fixCatch	011	4	7	flashed_8s	0.785	gabor135
117.497	78.331	breakOnset	011	4	7	flashed_8s	0.785	gabor135
117.500	78.333	buttonpress	011	4	7	flashed_8s	0.785	gabor135
124.496	82.998	stimOnset	011	4	8	continuous_6s	3.142	gabor45
125.363	83.575	fixCatch	011	4	8	continuous_6s	3.142	gabor45
130.496	86.997	stimOffset	011	4	8	continuous_6s	3.142	gabor45
130.513	87.009	breakOnset	011	4	8	continuous_6s	3.142	gabor45
130.516	87.011	buttonpress	011	4	8	continuous_6s	3.142	gabor45
130.524	87.016	buttonpress	011	4	8	continuous_6s	3.142	gabor45
143.996	95.997	stimOnset	011	4	9	flashed_4s	2.880	gabor135
144.029	96.019	stimOffset	011	4	9	flashed_4s	2.880	gabor135
144.246	96.164	stimOnset	011	4	9	flashed_4s	2.880	gabor135
144.279	96.186	stimOffset	011	4	9	flashed_4s	2.880	gabor135
144.496	96.331	stimOnset	011	4	9	flashed_4s	2.880	gabor135
144.529	96.353	stimOffset	011	4	9	flashed_4s	2.880	gabor135
144.746	96.497	stimOnset	011	4	9	flashed_4s	2.880	gabor135
144.779	96.519	stimOffset	011	4	9	flashed_4s	2.880	gabor135
144.996	96.664	stimOnset	011	4	9	flashed_4s	2.880	gabor135
145.029	96.686	stimOffset	011	4	9	flashed_4s	2.880	gabor135
145.246	96.831	stimOnset	011	4	9	flashed_4s	2.880	gabor135
145.279	96.853	stimOffset	011	4	9	flashed_4s	2.880	gabor135
145.496	96.997	stimOnset	011	4	9	flashed_4s	2.880	gabor135
145.529	97.019	stimOffset	011	4	9	flashed_4s	2.880	gabor135
145.746	97.164	stimOnset	011	4	9	flashed_4s	2.880	gabor135
145.779	97.186	stimOffset	011	4	9	flashed_4s	2.880	gabor135
145.996	97.331	stimOnset	011	4	9	flashed_4s	2.880	gabor135
146.029	97.353	stimOffset	011	4	9	flashed_4s	2.880	gabor135
146.246	97.497	stimOnset	011	4	9	flashed_4s	2.880	gabor135
146.279	97.519	stimOffset	011	4	9	flashed_4s	2.880	gabor135
146.496	97.664	stimOnset	011	4	9	flashed_4s	2.880	gabor135
146.529	97.686	stimOffset	011	4	9	flashed_4s	2.880	gabor135
146.746	97.830	stimOnset	011	4	9	flashed_4s	2.880	gabor135
146.779	97.853	stimOffset	011	4	9	flashed_4s	2.880	gabor135
146.996	97.997	stimOnset	011	4	9	flashed_4s	2.880	gabor135
147.029	98.019	stimOffset	011	4	9	flashed_4s	2.880	gabor135
147.246	98.164	stimOnset	011	4	9	flashed_4s	2.880	gabor135
147.279	98.186	stimOffset	011	4	9	flashed_4s	2.880	gabor135
147.496	98.330	stimOnset	011	4	9	flashed_4s	2.880	gabor135
147.529	98.353	stimOffset	011	4	9	flashed_4s	2.880	gabor135
147.746	98.497	stimOnset	011	4	9	flashed_4s	2.880	gabor135
147.779	98.519	stimOffset	011	4	9	flashed_4s	2.880	gabor135
147.996	98.664	breakOnset	011	4	9	flashed_4s	2.880	gabor135
158.995	105.997	stimOnset	011	4	10	flashed_4s	6.021	gabor135
159.029	106.019	stimOffset	011	4	10	flashed_4s	6.021	gabor135
159.245	106.164	stimOnset	011	4	10	flashed_4s	6.021	gabor135
159.279	106.186	stimOffset	011	4	10	flashed_4s	6.021	gabor135
159.495	106.330	stimOnset	011	4	10	flashed_4s	6.021	gabor135
159.529	106.352	stimOffset	011	4	10	flashed_4s	6.021	gabor135
159.745	106.497	stimOnset	011	4	10	flashed_4s	6.021	gabor135
159.779	106.519	stimOffset	011	4	10	flashed_4s	6.021	gabor135
159.995	106.664	stimOnset	011	4	10	flashed_4s	6.021	gabor135
160.029	106.686	stimOffset	011	4	10	flashed_4s	6.021	gabor135
160.245	106.830	stimOnset	011	4	10	flashed_4s	6.021	gabor135
160.279	106.852	stimOffset	011	4	10	flashed_4s	6.021	gabor135
160.495	106.997	stimOnset	011	4	10	flashed_4s	6.021	gabor135
160.529	107.019	stimOffset	011	4	10	flashed_4s	6.021	gabor135
160.745	107.164	stimOnset	011	4	10	flashed_4s	6.021	gabor135
160.779	107.186	stimOffset	011	4	10	flashed_4s	6.021	gabor135
160.995	107.330	stimOnset	011	4	10	flashed_4s	6.021	gabor135
161.029	107.352	stimOffset	011	4	10	flashed_4s	6.021	gabor135
161.245	107.497	stimOnset	011	4	10	flashed_4s	6.021	gabor135
161.279	107.519	stimOffset	011	4	10	flashed_4s	6.021	gabor135
161.495	107.664	stimOnset	011	4	10	flashed_4s	6.021	gabor135
161.529	107.686	stimOffset	011	4	10	flashed_4s	6.021	gabor135
161.745	107.830	stimOnset	011	4	10	flashed_4s	6.021	gabor135
161.779	107.852	stimOffset	011	4	10	flashed_4s	6.021	gabor135
161.995	107.997	stimOnset	011	4	10	flashed_4s	6.021	gabor135
162.029	108.019	stimOffset	011	4	10	flashed_4s	6.021	gabor135
162.245	108.164	stimOnset	011	4	10	flashed_4s	6.021	gabor135
162.279	108.186	stimOffset	011	4	10	flashed_4s	6.021	gabor135
162.495	108.330	stimOnset	011	4	10	flashed_4s	6.021	gabor135
162.529	108.352	stimOffset	011	4	10	flashed_4s	6.021	gabor135
162.745	108.497	stimOnset	011	4	10	flashed_4s	6.021	gabor135
162.779	108.519	stimOffset	011	4	10	flashed_4s	6.021	gabor135
162.995	108.664	breakOnset	011	4	10	flashed_4s	6.021	gabor135
173.995	115.997	stimOnset	011	4	11	continuous_8s	2.094	gabor45
175.712	117.141	fixCatch	011	4	11	continuous_8s	2.094	gabor45
181.995	121.330	stimOffset	011	4	11	continuous_8s	2.094	gabor45
182.011	121.341	breakOnset	011	4	11	continuous_8s	2.094	gabor45
182.015	121.343	buttonpress	011	4	11	continuous_8s	2.094	gabor45
196.494	130.996	stimOnset	011	4	12	continuous_4s	1.047	gabor45
200.494	133.663	stimOffset	011	4	12	continuous_4s	1.047	gabor45
200.511	133.674	breakOnset	011	4	12	continuous_4s	1.047	gabor45
214.494	142.996	stimOnset	011	4	13	continuous_8s	0.524	gabor135
219.377	146.251	fixCatch	011	4	13	continuous_8s	0.524	gabor135
222.494	148.329	stimOffset	011	4	13	continuous_8s	0.524	gabor135
222.510	148.340	breakOnset	011	4	13	continuous_8s	0.524	gabor135
222.513	148.342	buttonpress	011	4	13	continuous_8s	0.524	gabor135
236.993	157.995	stimOnset	011	4	14	flashed_8s	2.356	gabor45
237.026	158.018	stimOffset	011	4	14	flashed_8s	2.356	gabor45
237.260	158.173	stimOnset	011	4	14	flashed_8s	2.356	gabor45
237.293	158.195	stimOffset	011	4	14	flashed_8s	2.356	gabor45
237.526	158.351	stimOnset	011	4	14	flashed_8s	2.356	gabor45
237.560	158.373	stimOffset	011	4	14	flashed_8s	2.356	gabor45
237.793	158.529	stimOnset	011	4	14	flashed_8s	2.356	gabor45
237.826	158.551	stimOffset	011	4	14	flashed_8s	2.356	gabor45
238.060	158.706	stimOnset	011	4	14	flashed_8s	2.356	gabor45
238.093	158.729	stimOffset	011	4	14	flashed_8s	2.356	gabor45
238.326	158.884	stimOnset	011	4	14	flashed_8s	2.356	gabor45
238.360	158.906	stimOffset	011	4	14	flashed_8s	2.356	gabor45
238.593	159.062	stimOnset	011	4	14	flashed_8s	2.356	gabor45
238.626	159.084	stimOffset	011	4	14	flashed_8s	2.356	gabor45
238.860	159.240	stimOnset	011	4	14	flashed_8s	2.356	gabor45
238.893	159.262	stimOffset	011	4	14	flashed_8s	2.356	gabor45
238.910	159.273	fixCatch	011	4	14	flashed_8s	2.356	gabor45
239.126	159.418	stimOnset	011	4	14	flashed_8s	2.356	gabor45
239.160	159.440	stimOffset	011	4	14	flashed_8s	2.356	gabor45
239.393	159.595	stimOnset	011	4	14	flashed_8s	2.356	gabor45
239.426	159.618	stimOffset	011	4	14	flashed_8s	2.356	gabor45
239.660	159.773	stimOnset	011	4	14	flashed_8s	2.356	gabor45
239.693	159.795	stimOffset	011	4	14	flashed_8s	2.356	gabor45
239.926	159.951	stimOnset	011	4	14	flashed_8s	2.356	gabor45
239.960	159.973	stimOffset	011	4	14	flashed_8s	2.356	gabor45
240.193	160.129	stimOnset	011	4	14	flashed_8s	2.356	gabor45
240.226	160.151	stimOffset	011	4	14	flashed_8s	2.356	gabor45
240.460	160.306	stimOnset	011	4	14	flashed_8s	2.356	gabor45
240.493	160.329	stimOffset	011	4	14	flashed_8s	2.356	gabor45
240.726	160.484	stimOnset	011	4	14	flashed_8s	2.356	gabor45
240.760	160.506	stimOffset	011	4	14	flashed_8s	2.356	gabor45
240.993	160.662	stimOnset	011	4	14	flashed_8s	2.356	gabor45
241.026	160.684	stimOffset	011	4	14	flashed_8s	2.356	gabor45
241.260	160.840	stimOnset	011	4	14	flashed_8s	2.356	gabor45
241.293	160.862	stimOffset	011	4	14	flashed_8s	2.356	gabor45
241.526	161.018	stimOnset	011	4	14	flashed_8s	2.356	gabor45
241.560	161.040	stimOffset	011	4	14	flashed_8s	2.356	gabor45
241.793	161.195	stimOnset	011	4	14	flashed_8s	2.356	gabor45
241.826	161.218	stimOffset	011	4	14	flashed_8s	2.356	gabor45
242.060	161.373	stimOnset	011	4	14	flashed_8s	2.356	gabor45
242.093	161.395	stimOffset	011	4	14	flashed_8s	2.356	gabor45
242.326	161.551	stimOnset	011	4	14	flashed_8s	2.356	gabor45
242.360	161.573	stimOffset	011	4	14	flashed_8s	2.356	gabor45
242.593	161.729	stimOnset	011	4	14	flashed_8s	2.356	gabor45
242.626	161.751	stimOffset	011	4	14	flashed_8s	2.356	gabor45
242.860	161.906	stimOnset	011	4	14	flashed_8s	2.356	gabor45
242.893	161.929	stimOffset	011	4	14	flashed_8s	2.356	gabor45
243.126	162.084	stimOnset	011	4	14	flashed_8s	2.356	gabor45
243.160	162.106	stimOffset	011	4	14	flashed_8s	2.356	gabor45
243.393	162.262	stimOnset	011	4	14	flashed_8s	2.356	gabor45
243.426	162.284	stimOffset	011	4	14	flashed_8s	2.356	gabor45
243.660	162.440	stimOnset	011	4	14	flashed_8s	2.356	gabor45
243.693	162.462	stimOffset	011	4	14	flashed_8s	2.356	gabor45
243.926	162.617	stimOnset	011	4	14	flashed_8s	2.356	gabor45
243.960	162.640	stimOffset	011	4	14	flashed_8s	2.356	gabor45
244.193	162.795	stimOnset	011	4	14	flashed_8s	2.356	gabor45
244.226	162.817	stimOffset	011	4	14	flashed_8s	2.356	gabor45
244.460	162.973	stimOnset	011	4	14	flashed_8s	2.356	gabor45
244.493	162.995	stimOffset	011	4	14	flashed_8s	2.356	gabor45
244.726	163.151	stimOnset	011	4	14	flashed_8s	2.356	gabor45
244.760	163.173	stimOffset	011	4	14	flashed_8s	2.356	gabor45
244.993	163.329	breakOnset	011	4	14	flashed_8s	2.356	gabor45
244.996	163.331	buttonpress	011	4	14	flashed_8s	2.356	gabor45
251.993	167.995	stimOnset	011	4	15	continuous_6s	4.712	gabor135
255.809	170.539	fixCatch	011	4	15	continuous_6s	4.712	gabor135
257.992	171.995	stimOffset	011	4	15	continuous_6s	4.712	gabor135
258.009	172.006	breakOnset	011	4	15	continuous_6s	4.712	gabor135
258.012	172.008	buttonpress	011	4	15	continuous_6s	4.712	gabor135
271.509	181.006	stimOnset	011	4	16	flashed_6s	4.974	gabor135
271.525	181.017	stimOffset	011	4	16	flashed_6s	4.974	gabor135
271.742	181.161	stimOnset	011	4	16	flashed_6s	4.974	gabor135
271.775	181.184	stimOffset	011	4	16	flashed_6s	4.974	gabor135
271.992	181.328	stimOnset	011	4	16	flashed_6s	4.974	gabor135
272.025	181.350	stimOffset	011	4	16	flashed_6s	4.974	gabor135
272.242	181.495	stimOnset	011	4	16	flashed_6s	4.974	gabor135
272.275	181.517	stimOffset	011	4	16	flashed_6s	4.974	gabor135
272.492	181.661	stimOnset	011	4	16	flashed_6s	4.974	gabor135
