onset	onsetTR	message	subjectid	run	block	orientation	phase	9.347	4.001	RestOffset	095	1	1	45	1.0
9.347	4.001	stimOnset	095	1	1	45	1.0
9.597	4.108	stimOffset	095	1	1	45	1.0
9.847	4.215	stimOnset	095	1	1	45	2.0
10.080	4.315	stimOffset	095	1	1	45	2.0
10.330	4.422	stimOnset	095	1	1	45	1.0
10.580	4.529	stimOffset	095	1	1	45	1.0
10.830	4.636	stimOnset	095	1	1	45	2.0
11.080	4.743	stimOffset	095	1	1	45	2.0
11.330	4.850	stimOnset	095	1	1	45	1.0
11.580	4.957	stimOffset	095	1	1	45	1.0
11.830	5.064	stimOnset	095	1	1	45	2.0
12.063	5.164	stimOffset	095	1	1	45	2.0
12.313	5.271	stimOnset	095	1	1	45	1.0
12.563	5.378	stimOffset	095	1	1	45	1.0
12.813	5.485	stimOnset	095	1	1	45	2.0
13.063	5.592	stimOffset	095	1	1	45	2.0
13.313	5.699	stimOnset	095	1	1	45	1.0
13.563	5.806	stimOffset	095	1	1	45	1.0
13.796	5.906	stimOnset	095	1	1	45	2.0
14.046	6.013	stimOffset	095	1	1	45	2.0
14.296	6.120	stimOnset	095	1	1	45	1.0
14.546	6.227	stimOffset	095	1	1	45	1.0
14.795	6.334	stimOnset	095	1	1	45	2.0
15.045	6.441	stimOffset	095	1	1	45	2.0
15.295	6.548	stimOnset	095	1	1	45	1.0
15.545	6.655	stimOffset	095	1	1	45	1.0
15.779	6.754	stimOnset	095	1	1	45	2.0
16.028	6.861	stimOffset	095	1	1	45	2.0
16.278	6.968	stimOnset	095	1	1	45	1.0
16.528	7.075	stimOffset	095	1	1	45	1.0
16.778	7.182	stimOnset	095	1	1	45	2.0
17.028	7.289	stimOffset	095	1	1	45	2.0
17.278	7.396	stimOnset	095	1	1	45	1.0
17.528	7.503	stimOffsetWithFlicker	095	1	1	45	1.0
17.761	7.603	stimOnset	095	1	1	45	2.0
18.011	7.710	stimOffset	095	1	1	45	2.0
18.261	7.817	stimOnset	095	1	1	45	1.0
18.511	7.924	stimOffset	095	1	1	45	1.0
18.761	8.031	stimOnset	095	1	1	45	2.0
19.011	8.138	stimOffset	095	1	1	45	2.0
19.261	8.245	stimOnset	095	1	1	45	1.0
19.494	8.345	stimOffset	095	1	1	45	1.0
19.744	8.452	stimOnset	095	1	1	45	2.0
19.994	8.559	stimOffset	095	1	1	45	2.0
20.244	8.666	stimOnset	095	1	1	45	1.0
20.494	8.773	stimOffset	095	1	1	45	1.0
20.744	8.880	stimOnset	095	1	1	45	2.0
20.994	8.987	stimOffset	095	1	1	45	2.0
21.243	9.094	stimOnset	095	1	1	45	1.0
